3,1,1
4,1,1
5,1,1
2,2,1
4,2,1
9,2,1
5,3,1
14,3,1
5,4,1
8,4,1
5,5,1
1,6,1
6,6,1
16,6,1
5,7,1
14,7,1
2,8,1
4,8,1
1,9,1
1,10,1
2,10,1
16,10,1
5,11,1
8,11,1
14,11,1
5,12,1
11,12,1
3,13,1
4,13,1
8,14,1
1,15,1
2,15,1
14,15,1
8,16,1
16,16,1
8,17,1
14,17,1
16,18,1
5,19,1
1,20,1
1,21,1
5,21,1
8,21,1
6,22,1
8,22,1
16,22,1
16,23,1
8,24,1
15,24,1
8,25,1
14,25,1
8,26,1
8,27,1
14,28,1
2,29,1
15,29,1
8,30,1
8,31,1
8,32,1
15,32,1
2,33,1
14,33,1
4,34,1
5,34,1
8,34,1
8,35,1
14,35,1
8,36,1
7,37,1
5,38,1
5,39,1
14,39,1
8,40,1
8,41,1
17,41,1
1,42,1
6,42,1
8,42,1
8,43,1
1,44,1
2,44,1
5,45,1
8,45,1
8,46,1
14,46,1
6,47,1
16,47,1
3,48,1
4,48,1
12,48,1
14,48,1
8,49,1
14,49,1
6,50,1
16,50,1
1,51,1
8,51,1
16,51,1
5,52,1
8,53,1
4,54,1
5,54,1
8,55,1
2,56,1
4,56,1
9,56,1
8,57,1
8,58,1
14,58,1
8,59,1
13,59,1
2,60,1
4,60,1
9,60,1
8,61,1
16,61,1
8,62,1
5,63,1
5,64,1
14,64,1
5,65,1
15,66,1
16,66,1
8,67,1
5,68,1
14,68,1
5,69,1
1,70,1
5,70,1
6,70,1
11,70,1
16,70,1
1,71,1
5,72,1
8,72,1
8,73,1
12,73,1
8,74,1
14,74,1
5,75,1
8,75,1
15,76,1
16,76,1
7,77,1
8,78,1
8,79,1
16,79,1
8,80,1
6,81,1
8,81,1
14,81,1
8,82,1
8,83,1
5,84,1
8,84,1
8,85,1
14,85,1
2,86,1
8,86,1
4,87,1
5,87,1
5,88,1
1,89,1
16,89,1
8,90,1
8,92,1
16,92,1
5,93,1
14,93,1
8,94,1
1,95,1
16,95,1
5,96,1
8,97,1
1,98,1
16,98,1
7,99,1
8,100,1
16,100,1
5,101,1
5,102,1
16,103,1
5,104,1
8,105,1
14,105,1
5,106,1
8,106,1
2,107,1
4,107,1
5,107,1
12,107,1
7,108,1
5,109,1
1,110,1
8,110,1
17,110,1
8,111,1
16,111,1
1,112,1
2,112,1
6,112,1
8,113,1
13,113,1
8,114,1
5,115,1
7,116,1
6,117,1
5,118,1
14,118,1
5,119,1
8,120,1
8,121,1
5,122,1
14,122,1
8,123,1
13,123,1
14,123,1
8,124,1
5,125,1
2,126,1
4,126,1
9,126,1
8,127,1
7,128,1
5,129,1
14,129,1
8,130,1
8,131,1
14,131,1
16,132,1
5,133,1
8,133,1
7,134,1
5,135,1
7,136,1
7,137,1
8,138,1
1,139,1
8,139,1
8,140,1
14,140,1
5,141,1
8,142,1
8,143,1
5,144,1
1,145,1
2,146,1
4,146,1
8,147,1
8,148,1
6,149,1
8,149,1
16,149,1
8,150,1
8,151,1
14,151,1
17,151,1
11,152,1
1,153,1
2,153,1
5,153,1
6,153,1
8,154,1
8,155,1
17,155,1
5,156,1
5,157,1
17,157,1
2,158,1
4,158,1
8,159,1
1,160,1
2,160,1
13,160,1
15,160,1
8,161,1
16,161,1
17,161,1
7,162,1
1,163,1
14,163,1
16,163,1
6,164,1
10,164,1
13,164,1
16,164,1
1,165,1
16,165,1
5,166,1
8,166,1
8,167,1
1,168,1
2,168,1
8,168,1
14,168,1
2,169,1
4,169,1
8,169,1
1,170,1
6,170,1
16,170,1
5,171,1
1,172,1
15,172,1
16,172,1
1,173,1
2,173,1
15,173,1
5,174,1
8,175,1
5,176,1
11,177,1
5,178,1
8,179,1
14,179,1
5,180,1
1,181,1
4,181,1
8,182,1
14,182,1
16,183,1
8,184,1
15,185,1
16,185,1
5,187,1
11,188,1
5,189,1
16,190,1
8,191,1
7,192,1
8,193,1
8,194,1
5,195,1
8,195,1
14,195,1
11,196,1
15,196,1
8,197,1
1,198,1
6,198,1
15,198,1
8,199,1
12,199,1
16,200,1
8,201,1
8,202,1
14,202,1
5,203,1
1,204,1
5,205,1
8,205,1
7,206,1
8,207,1
14,207,1
1,208,1
2,208,1
8,209,1
18,210,1
8,211,1
5,212,1
8,213,1
8,214,1
8,215,1
14,215,1
5,216,1
8,217,1
16,217,1
5,218,1
8,218,1
8,219,1
11,220,1
8,222,1
14,222,1
5,223,1
5,224,1
8,224,1
14,224,1
8,225,1
16,225,1
16,226,1
1,227,1
5,228,1
8,229,1
16,229,1
8,230,1
16,230,1
5,231,1
5,232,1
8,232,1
8,233,1
5,234,1
5,235,1
8,235,1
5,236,1
14,236,1
5,237,1
14,237,1
2,238,1
4,238,1
3,239,1
4,239,1
5,239,1
14,239,1
16,240,1
4,241,1
8,241,1
8,242,1
12,242,1
5,243,1
3,244,1
4,244,1
6,245,1
8,245,1
7,246,1
8,247,1
9,247,1
14,247,1
16,247,1
5,248,1
8,249,1
14,249,1
4,250,1
5,250,1
1,251,1
5,252,1
14,252,1
8,253,1
11,253,1
8,254,1
5,255,1
5,256,1
15,256,1
13,257,1
16,257,1
2,258,1
4,258,1
5,258,1
9,258,1
14,258,1
6,259,1
8,259,1
16,259,1
1,260,1
2,260,1
9,260,1
15,260,1
8,261,1
4,262,1
8,262,1
8,263,1
8,264,1
8,265,1
14,265,1
8,266,1
14,266,1
17,266,1
18,266,1
5,267,1
8,268,1
8,269,1
8,270,1
14,270,1
8,271,1
8,272,1
8,273,1
11,273,1
5,274,1
5,275,1
5,276,1
14,276,1
